Unnamed: 0,match_id,date,match_type,event_name,innings,batting_team,bowling_team,over,ball,ball_no,batter,bat_pos,runs_batter,balls_faced,bowler,valid_ball,runs_extras,runs_total,runs_bowler,runs_not_boundary,extra_type,non_striker,non_striker_pos,wicket_kind,player_out,fielders,runs_target,review_batter,team_reviewed,review_decision,umpire,umpires_call,player_of_match,match_won_by,win_outcome,toss_winner,toss_decision,venue,city,day,month,year,season,gender,team_type,superover_winner,result_type,method,balls_per_over,overs,event_match_no,stage,match_number,team_runs,team_balls,team_wicket,new_batter,power_surge_start,batter_runs,batter_balls,bowler_wicket,batting_partners,next_batter,striker_out
141607,335982,2008-04-18,T20,Indian Premier League,1,Kolkata Knight Riders,Royal Challengers Bangalore,0,1,0.1,SC Ganguly,1,0,1,P Kumar,1,1,1,0,False,legbyes,BB McCullum,2,Unknown,Unknown,Unknown,169.0,Unknown,Unknown,Unknown,Unknown,False,BB McCullum,Kolkata Knight Riders,140 runs,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,18,4,2008,2007/08,male,club,Unknown,Unknown,Unknown,6,20,1,Unknown,Unknown,1,1,0,Unknown,,0,1,0,"('BB McCullum', 'SC Ganguly')",Unknown,False
141608,335982,2008-04-18,T20,Indian Premier League,1,Kolkata Knight Riders,Royal Challengers Bangalore,0,2,0.2,BB McCullum,2,0,1,P Kumar,1,0,0,0,False,Unknown,SC Ganguly,1,Unknown,Unknown,Unknown,169.0,Unknown,Unknown,Unknown,Unknown,False,BB McCullum,Kolkata Knight Riders,140 runs,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,18,4,2008,2007/08,male,club,Unknown,Unknown,Unknown,6,20,1,Unknown,Unknown,1,2,0,Unknown,,0,1,0,"('BB McCullum', 'SC Ganguly')",Unknown,False
141609,335982,2008-04-18,T20,Indian Premier League,1,Kolkata Knight Riders,Royal Challengers Bangalore,0,3,0.3,BB McCullum,2,0,0,P Kumar,0,1,1,1,False,wides,SC Ganguly,1,Unknown,Unknown,Unknown,169.0,Unknown,Unknown,Unknown,Unknown,False,BB McCullum,Kolkata Knight Riders,140 runs,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,18,4,2008,2007/08,male,club,Unknown,Unknown,Unknown,6,20,1,Unknown,Unknown,2,2,0,Unknown,,0,1,0,"('BB McCullum', 'SC Ganguly')",Unknown,False
141610,335982,2008-04-18,T20,Indian Premier League,1,Kolkata Knight Riders,Royal Challengers Bangalore,0,3,0.3,BB McCullum,2,0,1,P Kumar,1,0,0,0,False,Unknown,SC Ganguly,1,Unknown,Unknown,Unknown,169.0,Unknown,Unknown,Unknown,Unknown,False,BB McCullum,Kolkata Knight Riders,140 runs,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,18,4,2008,2007/08,male,club,Unknown,Unknown,Unknown,6,20,1,Unknown,Unknown,2,3,0,Unknown,,0,2,0,"('BB McCullum', 'SC Ganguly')",Unknown,False
141611,335982,2008-04-18,T20,Indian Premier League,1,Kolkata Knight Riders,Royal Challengers Bangalore,0,4,0.4,BB McCullum,2,0,1,P Kumar,1,0,0,0,False,Unknown,SC Ganguly,1,Unknown,Unknown,Unknown,169.0,Unknown,Unknown,Unknown,Unknown,False,BB McCullum,Kolkata Knight Riders,140 runs,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,18,4,2008,2007/08,male,club,Unknown,Unknown,Unknown,6,20,1,Unknown,Unknown,2,4,0,Unknown,,0,3,0,"('BB McCullum', 'SC Ganguly')",Unknown,False
141612,335982,2008-04-18,T20,Indian Premier League,1,Kolkata Knight Riders,Royal Challengers Bangalore,0,5,0.5,BB McCullum,2,0,1,P Kumar,1,0,0,0,False,Unknown,SC Ganguly,1,Unknown,Unknown,Unknown,169.0,Unknown,Unknown,Unknown,Unknown,False,BB McCullum,Kolkata Knight Riders,140 runs,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,18,4,2008,2007/08,male,club,Unknown,Unknown,Unknown,6,20,1,Unknown,Unknown,2,5,0,Unknown,,0,4,0,"('BB McCullum', 'SC Ganguly')",Unknown,False
141613,335982,2008-04-18,T20,Indian Premier League,1,Kolkata Knight Riders,Royal Challengers Bangalore,0,6,0.6,BB McCullum,2,0,1,P Kumar,1,1,1,0,False,legbyes,SC Ganguly,1,Unknown,Unknown,Unknown,169.0,Unknown,Unknown,Unknown,Unknown,False,BB McCullum,Kolkata Knight Riders,140 runs,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,18,4,2008,2007/08,male,club,Unknown,Unknown,Unknown,6,20,1,Unknown,Unknown,3,6,0,Unknown,,0,5,0,"('BB McCullum', 'SC Ganguly')",Unknown,False
141614,335982,2008-04-18,T20,Indian Premier League,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,1,1.1,BB McCullum,2,0,1,Z Khan,1,0,0,0,False,Unknown,SC Ganguly,1,Unknown,Unknown,Unknown,169.0,Unknown,Unknown,Unknown,Unknown,False,BB McCullum,Kolkata Knight Riders,140 runs,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,18,4,2008,2007/08,male,club,Unknown,Unknown,Unknown,6,20,1,Unknown,Unknown,3,7,0,Unknown,,0,6,0,"('BB McCullum', 'SC Ganguly')",Unknown,False
141615,335982,2008-04-18,T20,Indian Premier League,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,2,1.2,BB McCullum,2,4,1,Z Khan,1,0,4,4,False,Unknown,SC Ganguly,1,Unknown,Unknown,Unknown,169.0,Unknown,Unknown,Unknown,Unknown,False,BB McCullum,Kolkata Knight Riders,140 runs,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,18,4,2008,2007/08,male,club,Unknown,Unknown,Unknown,6,20,1,Unknown,Unknown,7,8,0,Unknown,,4,7,0,"('BB McCullum', 'SC Ganguly')",Unknown,False
141616,335982,2008-04-18,T20,Indian Premier League,1,Kolkata Knight Riders,Royal Challengers Bangalore,1,3,1.3,BB McCullum,2,4,1,Z Khan,1,0,4,4,False,Unknown,SC Ganguly,1,Unknown,Unknown,Unknown,169.0,Unknown,Unknown,Unknown,Unknown,False,BB McCullum,Kolkata Knight Riders,140 runs,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Bangalore,18,4,2008,2007/08,male,club,Unknown,Unknown,Unknown,6,20,1,Unknown,Unknown,11,9,0,Unknown,,8,8,0,"('BB McCullum', 'SC Ganguly')",Unknown,False
